"id","name","partyShort","stateAbbreviation","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"W000819","Mark Walker","R","NC","W000819","Healthcare, Benefits, and Administrative Rules","member","majority",2
"I000056","Darrell Issa","R","CA","I000056","Healthcare, Benefits, and Administrative Rules","member","majority",3
"N000147","Eleanor Holmes Norton","D","DC","N000147","Healthcare, Benefits, and Administrative Rules","member","minority",3
"S000051","Mark Sanford","R","SC","S000051","Healthcare, Benefits, and Administrative Rules","member","majority",4
"K000385","Robin Kelly","D","IL","K000385","Healthcare, Benefits, and Administrative Rules","member","minority",4
"W000822","Bonnie Watson Coleman","D","NJ","W000822","Healthcare, Benefits, and Administrative Rules","member","minority",5
"D000616","Scott DesJarlais","R","TN","D000616","Healthcare, Benefits, and Administrative Rules","member","majority",5
"P000610","Stacey Plaskett","D","VI","P000610","Healthcare, Benefits, and Administrative Rules","member","minority",6
"M001187","Mark Meadows","R","NC","M001187","Healthcare, Benefits, and Administrative Rules","member","majority",6
"G000576","Glenn Grothman","R","WI","G000576","Healthcare, Benefits, and Administrative Rules","member","majority",7
"M001201","Paul Mitchell","R","MI","M001201","Healthcare, Benefits, and Administrative Rules","member","majority",8
"P000609","Gary Palmer","R","AL","P000609","Intergovernmental Affairs","member","majority",1
"D000627","Val Demings","D","FL","D000627","Intergovernmental Affairs","member","minority",1
"G000576","Glenn Grothman","R","WI","G000576","Intergovernmental Affairs","member","majority",2
"D000623","Mark DeSaulnier","D","CA","D000623","Intergovernmental Affairs","member","minority",2
"C001090","Matt Cartwright","D","PA","C001090","Intergovernmental Affairs","member","minority",3
"D000533","John J. Duncan Jr.","R","TN","D000533","Intergovernmental Affairs","member","majority",3
"C001049","William Lacy Clay","D","MO","C001049","Intergovernmental Affairs","member","minority",4
"F000450","Virginia Foxx","R","NC","F000450","Intergovernmental Affairs","member","majority",4
"M001184","Thomas Massie","R","KY","M001184","Intergovernmental Affairs","member","majority",5
"W000819","Mark Walker","R","NC","W000819","Intergovernmental Affairs","member","majority",6
"S000051","Mark Sanford","R","SC","S000051","Intergovernmental Affairs","member","majority",7
"W000810","Rob Woodall","R","GA","W000810","Legislative and Budget Process","member","majority",1
"H000324","Alcee L. Hastings","D","FL","H000324","Legislative and Budget Process","member","minority",1
"P000598","Jared Polis","D","CO","P000598","Legislative and Budget Process","member","minority",2
"B001248","Michael C. Burgess","R","TX","B001248","Legislative and Budget Process","member","majority",2
"B001289","Bradley Byrne","R","AL","B001289","Legislative and Budget Process","member","majority",3
"N000189","Dan Newhouse","R","WA","N000189","Legislative and Budget Process","member","majority",4
"B001297","Ken Buck","R","CO","B001297","Legislative and Budget Process","member","majority",5
"C001093","Doug Collins","R","GA","C001093","Rules and Organization of the House","member","majority",1
"M000312","Jim McGovern","D","MA","M000312","Rules and Organization of the House","member","minority",2
"B001289","Bradley Byrne","R","AL","B001289","Rules and Organization of the House","member","majority",2
"N000189","Dan Newhouse","R","WA","N000189","Rules and Organization of the House","member","majority",3
"C001109","Liz Cheney","R","WY","C001109","Rules and Organization of the House","member","majority",4
"S000250","Pete Sessions","R","TX","S000250","Rules and Organization of the House","member","majority",5
"L000585","Darin M. LaHood","R","IL","L000585","Energy","member","majority",
"W000814","Randy Weber","R","TX","W000814","Energy","member","majority",1
"V000131","Marc Veasey","D","TX","V000131","Energy","member","minority",1
"R000409","Dana Rohrabacher","R","CA","R000409","Energy","member","majority",2
"L000397","Zoe Lofgren","D","CA","L000397","Energy","member","minority",2
"L000563","Daniel Lipinski","D","IL","L000563","Energy","member","minority",3
"L000491","Frank D. Lucas","R","OK","L000491","Energy","member","majority",3
"R000608","Jacky Rosen","D","NV","R000608","Energy","member","minority",4
"B001274","Mo Brooks","R","AL","B001274","Energy","member","majority",4
"H001059","Randy Hultgren","R","IL","H001059","Energy","member","majority",5
"M001166","Jerry McNerney","D","CA","M001166","Energy","member","minority",5
"T000469","Paul Tonko","D","NY","T000469","Energy","member","minority",6
"M001184","Thomas Massie","R","KY","M001184","Energy","member","majority",6
"F000454","Bill Foster","D","IL","F000454","Energy","member","minority",7
"K000387","Steve Knight","R","CA","K000387","Energy","member","majority",8
"T000472","Mark Takano","D","CA","T000472","Energy","member","minority",8
"W000806","Daniel Webster","R","FL","W000806","Energy","member","majority",10
"D000628","Neal Dunn","R","FL","D000628","Energy","member","majority",11
"L000585","Darin M. LaHood","R","IL","L000585","Investigations and Oversight","member","majority",
"B001292","Donald Beyer","D","VA","B001292","Investigations and Oversight","member","minority",1
"A000374","Ralph Abraham","R","LA","A000374","Investigations and Oversight","member","majority",1
"P000599","Bill Posey","R","FL","P000599","Investigations and Oversight","member","majority",2
"M001166","Jerry McNerney","D","CA","M001166","Investigations and Oversight","member","minority",2
"P000593","Ed Perlmutter","D","CO","P000593","Investigations and Oversight","member","minority",3
"M001184","Thomas Massie","R","KY","M001184","Investigations and Oversight","member","majority",3
"L000583","Barry Loudermilk","R","GA","L000583","Investigations and Oversight","member","majority",4
"M001198","Roger Marshall","R","KS","M001198","Investigations and Oversight","member","majority",5
"H001077","Clay Higgins","R","LA","H001077","Investigations and Oversight","member","majority",6
"N000190","Ralph Norman","R","SC","N000190","Investigations and Oversight","member","majority",7
"B001287","Ami Bera","D","CA","B001287","Space and Aeronautics","member","minority",1
"B001291","Brian Babin","R","TX","B001291","Space and Aeronautics","member","majority",1
"R000409","Dana Rohrabacher","R","CA","R000409","Space and Aeronautics","member","majority",2
"L000397","Zoe Lofgren","D","CA","L000397","Space and Aeronautics","member","minority",2
"B001292","Donald Beyer","D","VA","B001292","Space and Aeronautics","member","minority",3
"L000491","Frank D. Lucas","R","OK","L000491","Space and Aeronautics","member","majority",3
"B001274","Mo Brooks","R","AL","B001274","Space and Aeronautics","member","majority",4
"V000131","Marc Veasey","D","TX","V000131","Space and Aeronautics","member","minority",4
"L000563","Daniel Lipinski","D","IL","L000563","Space and Aeronautics","member","minority",5
"P000599","Bill Posey","R","FL","P000599","Space and Aeronautics","member","majority",5
"P000593","Ed Perlmutter","D","CO","P000593","Space and Aeronautics","member","minority",6
"K000387","Steve Knight","R","CA","K000387","Space and Aeronautics","member","majority",7
"C001111","Charlie Crist","D","FL","C001111","Space and Aeronautics","member","minority",7
"C001105","Barbara Comstock","R","VA","C001105","Space and Aeronautics","member","majority",8
"F000454","Bill Foster","D","IL","F000454","Space and Aeronautics","member","minority",8
"A000374","Ralph Abraham","R","LA","A000374","Space and Aeronautics","member","majority",9
"W000806","Daniel Webster","R","FL","W000806","Space and Aeronautics","member","majority",10
"B001299","Jim Banks","R","IN","B001299","Space and Aeronautics","member","majority",11
"B001302","Andy Biggs","R","AZ","B001302","Space and Aeronautics","member","majority",12
"D000628","Neal Dunn","R","FL","D000628","Space and Aeronautics","member","majority",13
"H001077","Clay Higgins","R","LA","H001077","Space and Aeronautics","member","majority",14
"L000585","Darin M. LaHood","R","IL","L000585","Research and Technology","member","majority",
"C001105","Barbara Comstock","R","VA","C001105","Research and Technology","member","majority",1
"L000563","Daniel Lipinski","D","IL","L000563","Research and Technology","member","minority",1
"E000293","Elizabeth Esty","D","CT","E000293","Research and Technology","member","minority",2
"L000491","Frank D. Lucas","R","OK","L000491","Research and Technology","member","majority",2
"R000608","Jacky Rosen","D","NV","R000608","Research and Technology","member","minority",3
"H001059","Randy Hultgren","R","IL","H001059","Research and Technology","member","majority",3
"K000387","Steve Knight","R","CA","K000387","Research and Technology","member","majority",4
"B001278","Suzanne Bonamici","D","OR","B001278","Research and Technology","member","minority",4
"A000374","Ralph Abraham","R","LA","A000374","Research and Technology","member","majority",5
"B001287","Ami Bera","D","CA","B001287","Research and Technology","member","minority",5
"B001292","Donald Beyer","D","VA","B001292","Research and Technology","member","minority",6
"W000806","Daniel Webster","R","FL","W000806","Research and Technology","member","majority",6
"B001299","Jim Banks","R","IN","B001299","Research and Technology","member","majority",7
"M001198","Roger Marshall","R","KS","M001198","Research and Technology","member","majority",8
"B001302","Andy Biggs","R","AZ","B001302","Environment","member","majority",1
"B001278","Suzanne Bonamici","D","OR","B001278","Environment","member","minority",1
"H001050","Colleen Hanabusa","D","HI","H001050","Environment","member","minority",2
"R000409","Dana Rohrabacher","R","CA","R000409","Environment","member","majority",2
"P000599","Bill Posey","R","FL","P000599","Environment","member","majority",3
"C001111","Charlie Crist","D","FL","C001111","Environment","member","minority",3
"B001274","Mo Brooks","R","AL","B001274","Environment","member","majority",4
"W000814","Randy Weber","R","TX","W000814","Environment","member","majority",5
"B001291","Brian Babin","R","TX","B001291","Environment","member","majority",6
"L000583","Barry Loudermilk","R","GA","L000583","Environment","member","majority",7
"B001299","Jim Banks","R","IN","B001299","Environment","member","majority",8
"H001077","Clay Higgins","R","LA","H001077","Environment","member","majority",9
"N000190","Ralph Norman","R","SC","N000190","Environment","member","majority",10
"M001202","Stephanie Murphy","D","FL","M001202","Contracting and Infrastructure","member","minority",1
"K000387","Steve Knight","R","CA","K000387","Contracting and Infrastructure","member","majority",1
"K000362","Steve King","R","IA","K000362","Contracting and Infrastructure","member","majority",2
"C001067","Yvette D. Clarke","D","NY","C001067","Contracting and Infrastructure","member","minority",2
"C001108","James Comer","R","KY","C001108","Contracting and Infrastructure","member","majority",3
"E000296","Dwight Evans","D","PA","E000296","Contracting and Infrastructure","member","minority",3
"N000190","Ralph Norman","R","SC","N000190","Contracting and Infrastructure","member","majority",4
"L000586","Al Lawson","D","FL","L000586","Contracting and Infrastructure","member","minority",4
"K000388","Trent Kelly","R","MS","K000388","Oversight, Investigations, and Regulations","member","majority",1
"A000370","Alma Adams","D","NC","A000370","Oversight, Investigations, and Regulations","member","minority",1
"B001294","Rod Blum","R","IA","B001294","Oversight, Investigations, and Regulations","member","majority",2
"M001198","Roger Marshall","R","KS","M001198","Oversight, Investigations, and Regulations","member","majority",3
"N000190","Ralph Norman","R","SC","N000190","Oversight, Investigations, and Regulations","member","majority",4
"C001114","John Curtis","R","UT","C001114","Oversight, Investigations, and Regulations","member","majority",5
"B001294","Rod Blum","R","IA","B001294","Underserved, Agricultural, and Rural Business Development","member","majority",1
"S001190","Brad Schneider","D","IL","S001190","Underserved, Agricultural, and Rural Business Development","member","minority",1
"K000362","Steve King","R","IA","K000362","Underserved, Agricultural, and Rural Business Development","member","majority",2
"L000586","Al Lawson","D","FL","L000586","Underserved, Agricultural, and Rural Business Development","member","minority",2
"L000569","Blaine Luetkemeyer","R","MO","L000569","Underserved, Agricultural, and Rural Business Development","member","majority",3
"R000600","Amata Coleman Radewagen","R","AS","R000600","Underserved, Agricultural, and Rural Business Development","member","majority",4
"C001108","James Comer","R","KY","C001108","Underserved, Agricultural, and Rural Business Development","member","majority",5
"C001114","John Curtis","R","UT","C001114","Underserved, Agricultural, and Rural Business Development","member","majority",6
"B001290","David A. Brat","R","VA","B001290","Economic Growth, Tax, and Capital Access","member","majority",1
"E000296","Dwight Evans","D","PA","E000296","Economic Growth, Tax, and Capital Access","member","minority",1
"C001080","Judy Chu","D","CA","C001080","Economic Growth, Tax, and Capital Access","member","minority",2
"K000387","Steve Knight","R","CA","K000387","Economic Growth, Tax, and Capital Access","member","majority",2
"K000388","Trent Kelly","R","MS","K000388","Economic Growth, Tax, and Capital Access","member","majority",3
"M001202","Stephanie Murphy","D","FL","M001202","Economic Growth, Tax, and Capital Access","member","minority",3
"G000582","Jenniffer González-Colón","R","PR","G000582","Economic Growth, Tax, and Capital Access","member","majority",4
"C001067","Yvette D. Clarke","D","NY","C001067","Economic Growth, Tax, and Capital Access","member","minority",4
"F000466","Brian Fitzpatrick","R","PA","F000466","Economic Growth, Tax, and Capital Access","member","majority",5
"R000600","Amata Coleman Radewagen","R","AS","R000600","Innovation, Entrepreneurship, and Workforce Development","member","majority",1
"L000586","Al Lawson","D","FL","L000586","Innovation, Entrepreneurship, and Workforce Development","member","minority",1
"E000297","Adriano Espaillat","D","NY","E000297","Innovation, Entrepreneurship, and Workforce Development","member","minority",2
"L000569","Blaine Luetkemeyer","R","MO","L000569","Innovation, Entrepreneurship, and Workforce Development","member","majority",2
"B001290","David A. Brat","R","VA","B001290","Innovation, Entrepreneurship, and Workforce Development","member","majority",3
"G000582","Jenniffer González-Colón","R","PR","G000582","Innovation, Entrepreneurship, and Workforce Development","member","majority",4
"F000466","Brian Fitzpatrick","R","PA","F000466","Innovation, Entrepreneurship, and Workforce Development","member","majority",5
"M001198","Roger Marshall","R","KS","M001198","Innovation, Entrepreneurship, and Workforce Development","member","majority",6
"K000362","Steve King","R","IA","K000362","The Constitution, Civil Rights, and Civil Liberties","member","majority",1
"C001068","Steve Cohen","D","TN","C001068","The Constitution, Civil Rights, and Civil Liberties","member","minority",1
"R000606","Jamie Raskin","D","MD","R000606","The Constitution, Civil Rights, and Civil Liberties","member","minority",2
"D000610","Ted Deutch","D","FL","D000610","The Constitution, Civil Rights, and Civil Liberties","member","minority",3
"G000552","Louie Gohmert","R","TX","G000552","The Constitution, Civil Rights, and Civil Liberties","member","majority",3
"H001078","Karen Handel","R","GA","H001078","The Constitution, Civil Rights, and Civil Liberties","member","majority",4
"J000288","Hank Johnson","D","GA","J000288","Courts, Intellectual Property, and the Internet","member","minority",1
"I000056","Darrell Issa","R","CA","I000056","Courts, Intellectual Property, and the Internet","member","majority",1
"D000610","Ted Deutch","D","FL","D000610","Courts, Intellectual Property, and the Internet","member","minority",2
"C001093","Doug Collins","R","GA","C001093","Courts, Intellectual Property, and the Internet","member","majority",2
"B001270","Karen Bass","D","CA","B001270","Courts, Intellectual Property, and the Internet","member","minority",3
"S000583","Lamar Smith","R","TX","S000583","Courts, Intellectual Property, and the Internet","member","majority",3
"R000588","Cedric Richmond","D","LA","R000588","Courts, Intellectual Property, and the Internet","member","minority",4
"C000266","Steven J. Chabot","R","OH","C000266","Courts, Intellectual Property, and the Internet","member","majority",4
"J000294","Hakeem Jeffries","D","NY","J000294","Courts, Intellectual Property, and the Internet","member","minority",5
"J000289","Jim Jordan","R","OH","J000289","Courts, Intellectual Property, and the Internet","member","majority",5
"P000592","Ted Poe","R","TX","P000592","Courts, Intellectual Property, and the Internet","member","majority",6
"S001193","Eric Swalwell","D","CA","S001193","Courts, Intellectual Property, and the Internet","member","minority",6
"L000582","Ted Lieu","D","CA","L000582","Courts, Intellectual Property, and the Internet","member","minority",7
"M001179","Tom Marino","R","PA","M001179","Courts, Intellectual Property, and the Internet","member","majority",7
"G000566","Trey Gowdy","R","SC","G000566","Courts, Intellectual Property, and the Internet","member","majority",8
"S001190","Brad Schneider","D","IL","S001190","Courts, Intellectual Property, and the Internet","member","minority",8
"L000573","Raúl Labrador","R","ID","L000573","Courts, Intellectual Property, and the Internet","member","majority",9
"L000397","Zoe Lofgren","D","CA","L000397","Courts, Intellectual Property, and the Internet","member","minority",9
"C001068","Steve Cohen","D","TN","C001068","Courts, Intellectual Property, and the Internet","member","minority",10
"C001084","David Cicilline","D","RI","C001084","Courts, Intellectual Property, and the Internet","member","minority",11
"J000298","Pramila Jayapal","D","WA","J000298","Courts, Intellectual Property, and the Internet","member","minority",12
"G000578","Matt Gaetz","R","FL","G000578","Courts, Intellectual Property, and the Internet","member","majority",12
"B001302","Andy Biggs","R","AZ","B001302","Courts, Intellectual Property, and the Internet","member","majority",13
"S000244","F. James Sensenbrenner","R","WI","S000244","Crime, Terrorism and Homeland Security","member","majority",1
"J000032","Sheila Jackson Lee","D","TX","J000032","Crime, Terrorism and Homeland Security","member","minority",1
"D000627","Val Demings","D","FL","D000627","Crime, Terrorism and Homeland Security","member","minority",2
"G000552","Louie Gohmert","R","TX","G000552","Crime, Terrorism and Homeland Security","member","majority",2
"B001270","Karen Bass","D","CA","B001270","Crime, Terrorism and Homeland Security","member","minority",3
"C000266","Steven J. Chabot","R","OH","C000266","Crime, Terrorism and Homeland Security","member","majority",3
"R000588","Cedric Richmond","D","LA","R000588","Crime, Terrorism and Homeland Security","member","minority",4
"P000592","Ted Poe","R","TX","P000592","Crime, Terrorism and Homeland Security","member","majority",4
"G000566","Trey Gowdy","R","SC","G000566","Crime, Terrorism and Homeland Security","member","majority",5
"J000294","Hakeem Jeffries","D","NY","J000294","Crime, Terrorism and Homeland Security","member","minority",5
"L000582","Ted Lieu","D","CA","L000582","Crime, Terrorism and Homeland Security","member","minority",6
"R000601","John Ratcliffe","R","TX","R000601","Crime, Terrorism and Homeland Security","member","majority",6
"R000606","Jamie Raskin","D","MD","R000606","Crime, Terrorism and Homeland Security","member","minority",7
"R000591","Martha Roby","R","AL","R000591","Crime, Terrorism and Homeland Security","member","majority",7
"J000299","Mike Johnson","R","LA","J000299","Crime, Terrorism and Homeland Security","member","majority",8
"R000609","John Rutherford","R","FL","R000609","Crime, Terrorism and Homeland Security","member","majority",9
"L000573","Raúl Labrador","R","ID","L000573","Immigration and Citizenship","member","majority",1
"L000397","Zoe Lofgren","D","CA","L000397","Immigration and Citizenship","member","minority",1
"S000244","F. James Sensenbrenner","R","WI","S000244","Immigration and Citizenship","member","majority",2
"G000535","Luis V. Gutiérrez","D","IL","G000535","Immigration and Citizenship","member","minority",2
"J000298","Pramila Jayapal","D","WA","J000298","Immigration and Citizenship","member","minority",3
"S000583","Lamar Smith","R","TX","S000583","Immigration and Citizenship","member","majority",3
"K000362","Steve King","R","IA","K000362","Immigration and Citizenship","member","majority",4
"J000032","Sheila Jackson Lee","D","TX","J000032","Immigration and Citizenship","member","minority",4
"R000606","Jamie Raskin","D","MD","R000606","Immigration and Citizenship","member","minority",5
"J000289","Jim Jordan","R","OH","J000289","Immigration and Citizenship","member","majority",5
"B001297","Ken Buck","R","CO","B001297","Immigration and Citizenship","member","majority",6
"J000299","Mike Johnson","R","LA","J000299","Immigration and Citizenship","member","majority",7
"B001302","Andy Biggs","R","AZ","B001302","Immigration and Citizenship","member","majority",8
"M001179","Tom Marino","R","PA","M001179","Antitrust, Commercial, and Administrative Law","member","majority",1
"C001084","David Cicilline","D","RI","C001084","Antitrust, Commercial, and Administrative Law","member","minority",1
"J000288","Hank Johnson","D","GA","J000288","Antitrust, Commercial, and Administrative Law","member","minority",2
"I000056","Darrell Issa","R","CA","I000056","Antitrust, Commercial, and Administrative Law","member","majority",3
"S001193","Eric Swalwell","D","CA","S001193","Antitrust, Commercial, and Administrative Law","member","minority",3
"C001093","Doug Collins","R","GA","C001093","Antitrust, Commercial, and Administrative Law","member","majority",4
"S001190","Brad Schneider","D","IL","S001190","Antitrust, Commercial, and Administrative Law","member","minority",4
"D000627","Val Demings","D","FL","D000627","Antitrust, Commercial, and Administrative Law","member","minority",5
"B001297","Ken Buck","R","CO","B001297","Antitrust, Commercial, and Administrative Law","member","majority",5
"R000601","John Ratcliffe","R","TX","R000601","Antitrust, Commercial, and Administrative Law","member","majority",6
"G000578","Matt Gaetz","R","FL","G000578","Antitrust, Commercial, and Administrative Law","member","majority",7
"H001078","Karen Handel","R","GA","H001078","Antitrust, Commercial, and Administrative Law","member","majority",8
"L000554","Frank A. LoBiondo","R","NJ","L000554","Aviation","member","majority",1
"L000560","Rick Larsen","D","WA","L000560","Aviation","member","minority",1
"Y000033","Don Young","R","AK","Y000033","Aviation","member","majority",2
"J000126","Eddie Bernice Johnson","D","TX","J000126","Aviation","member","minority",2
"D000533","John J. Duncan Jr.","R","TN","D000533","Aviation","member","majority",3
"L000563","Daniel Lipinski","D","IL","L000563","Aviation","member","minority",3
"G000546","Sam Graves","R","MO","G000546","Aviation","member","majority",4
"C001072","André Carson","D","IN","C001072","Aviation","member","minority",4
"H001048","Duncan D. Hunter","R","CA","H001048","Aviation","member","majority",5
"B001286","Cheri Bustos","D","IL","B001286","Aviation","member","minority",5
"N000147","Eleanor Holmes Norton","D","DC","N000147","Aviation","member","minority",6
"T000468","Dina Titus","D","NV","T000468","Aviation","member","minority",7
"G000563","Bob Gibbs","R","OH","G000563","Aviation","member","majority",7
"M001185","Sean Patrick Maloney","D","NY","M001185","Aviation","member","minority",8
"W000806","Daniel Webster","R","FL","W000806","Aviation","member","majority",8
"B001285","Julia Brownley","D","CA","B001285","Aviation","member","minority",9
"D000612","Jeffrey Denham","R","CA","D000612","Aviation","member","majority",9
"P000604","Donald M. Payne Jr.","D","NJ","P000604","Aviation","member","minority",10
"M001184","Thomas Massie","R","KY","M001184","Aviation","member","majority",10
"L000581","Brenda Lawrence","D","MI","L000581","Aviation","member","minority",11
"M001187","Mark Meadows","R","NC","M001187","Aviation","member","majority",11
"P000605","Scott Perry","R","PA","P000605","Aviation","member","majority",12
"C001037","Michael E. Capuano","D","MA","C001037","Aviation","member","minority",12
"N000179","Grace F. Napolitano","D","CA","N000179","Aviation","member","minority",13
"D000619","Rodney Davis","R","IL","D000619","Aviation","member","majority",13
"S000051","Mark Sanford","R","SC","S000051","Aviation","member","majority",14
"C001068","Steve Cohen","D","TN","C001068","Aviation","member","minority",14
"J000288","Hank Johnson","D","GA","J000288","Aviation","member","minority",15
"W000810","Rob Woodall","R","GA","W000810","Aviation","member","majority",15
"N000127","Rick Nolan","D","MN","N000127","Aviation","member","minority",16
"R000592","Todd Rokita","R","IN","R000592","Aviation","member","majority",16
"C001105","Barbara Comstock","R","VA","C001105","Aviation","member","majority",17
"L000578","Doug LaMalfa","R","CA","L000578","Aviation","member","majority",18
"W000821","Bruce Westerman","R","AR","W000821","Aviation","member","majority",19
"M001201","Paul Mitchell","R","MI","M001201","Aviation","member","majority",20
"L000587","Jason Lewis","R","MN","L000587","Aviation","member","majority",21
"H001048","Duncan D. Hunter","R","CA","H001048","Coast Guard and Maritime Transportation","member","majority",1
"G000559","John Garamendi","D","CA","G000559","Coast Guard and Maritime Transportation","member","minority",1
"C000984","Elijah E. Cummings","D","MD","C000984","Coast Guard and Maritime Transportation","member","minority",2
"Y000033","Don Young","R","AK","Y000033","Coast Guard and Maritime Transportation","member","majority",2
"L000554","Frank A. LoBiondo","R","NJ","L000554","Coast Guard and Maritime Transportation","member","majority",3
"L000560","Rick Larsen","D","WA","L000560","Coast Guard and Maritime Transportation","member","minority",3
"G000577","Garret Graves","R","LA","G000577","Coast Guard and Maritime Transportation","member","majority",4
"H001068","Jared Huffman","D","CA","H001068","Coast Guard and Maritime Transportation","member","minority",4
"L000579","Alan Lowenthal","D","CA","L000579","Coast Guard and Maritime Transportation","member","minority",5
"R000603","David Rouzer","R","NC","R000603","Coast Guard and Maritime Transportation","member","majority",5
"N000147","Eleanor Holmes Norton","D","DC","N000147","Coast Guard and Maritime Transportation","member","minority",6
"W000814","Randy Weber","R","TX","W000814","Coast Guard and Maritime Transportation","member","majority",6
"M001199","Brian Mast","R","FL","M001199","Coast Guard and Maritime Transportation","member","majority",7
"L000587","Jason Lewis","R","MN","L000587","Coast Guard and Maritime Transportation","member","majority",8
"B001269","Lou Barletta","R","PA","B001269","Economic Development, Public Buildings, and Emergency Management","member","majority",1
"J000288","Hank Johnson","D","GA","J000288","Economic Development, Public Buildings, and Emergency Management","member","minority",1
"C001087","Rick Crawford","R","AR","C001087","Economic Development, Public Buildings, and Emergency Management","member","majority",2
"N000147","Eleanor Holmes Norton","D","DC","N000147","Economic Development, Public Buildings, and Emergency Management","member","minority",2
"S001165","Albio Sires","D","NJ","S001165","Economic Development, Public Buildings, and Emergency Management","member","minority",3
"C001105","Barbara Comstock","R","VA","C001105","Economic Development, Public Buildings, and Emergency Management","member","majority",3
"N000179","Grace F. Napolitano","D","CA","N000179","Economic Development, Public Buildings, and Emergency Management","member","minority",4
"B001295","Mike Bost","R","IL","B001295","Economic Development, Public Buildings, and Emergency Management","member","majority",4
"C001037","Michael E. Capuano","D","MA","C001037","Economic Development, Public Buildings, and Emergency Management","member","minority",5
"S001199","Lloyd Smucker","R","PA","S001199","Economic Development, Public Buildings, and Emergency Management","member","majority",5
"F000464","John Faso","R","NY","F000464","Economic Development, Public Buildings, and Emergency Management","member","majority",6
"F000465","A. Drew Ferguson","R","GA","F000465","Economic Development, Public Buildings, and Emergency Management","member","majority",7
"M001199","Brian Mast","R","FL","M001199","Economic Development, Public Buildings, and Emergency Management","member","majority",8
"N000147","Eleanor Holmes Norton","D","DC","N000147","Highways and Transit","member","minority",1
"G000546","Sam Graves","R","MO","G000546","Highways and Transit","member","majority",1
"Y000033","Don Young","R","AK","Y000033","Highways and Transit","member","majority",2
"D000533","John J. Duncan Jr.","R","TN","D000533","Highways and Transit","member","majority",3
"C001068","Steve Cohen","D","TN","C001068","Highways and Transit","member","minority",3
"L000554","Frank A. LoBiondo","R","NJ","L000554","Highways and Transit","member","majority",4
"S001165","Albio Sires","D","NJ","S001165","Highways and Transit","member","minority",4
"H001048","Duncan D. Hunter","R","CA","H001048","Highways and Transit","member","majority",5
"N000127","Rick Nolan","D","MN","N000127","Highways and Transit","member","minority",5
"T000468","Dina Titus","D","NV","T000468","Highways and Transit","member","minority",6
"C001087","Rick Crawford","R","AR","C001087","Highways and Transit","member","majority",6
"B001269","Lou Barletta","R","PA","B001269","Highways and Transit","member","majority",7
"M001185","Sean Patrick Maloney","D","NY","M001185","Highways and Transit","member","minority",7
"E000293","Elizabeth Esty","D","CT","E000293","Highways and Transit","member","minority",8
"H001068","Jared Huffman","D","CA","H001068","Highways and Transit","member","minority",9
"G000563","Bob Gibbs","R","OH","G000563","Highways and Transit","member","majority",9
"B001285","Julia Brownley","D","CA","B001285","Highways and Transit","member","minority",10
"D000612","Jeffrey Denham","R","CA","D000612","Highways and Transit","member","majority",10
"L000579","Alan Lowenthal","D","CA","L000579","Highways and Transit","member","minority",11
"M001184","Thomas Massie","R","KY","M001184","Highways and Transit","member","majority",11
"L000581","Brenda Lawrence","D","MI","L000581","Highways and Transit","member","minority",12
"M001187","Mark Meadows","R","NC","M001187","Highways and Transit","member","majority",12
"P000605","Scott Perry","R","PA","P000605","Highways and Transit","member","majority",13
"D000623","Mark DeSaulnier","D","CA","D000623","Highways and Transit","member","minority",13
"D000619","Rodney Davis","R","IL","D000619","Highways and Transit","member","majority",14
"J000126","Eddie Bernice Johnson","D","TX","J000126","Highways and Transit","member","minority",14
"W000810","Rob Woodall","R","GA","W000810","Highways and Transit","member","majority",15
"C001037","Michael E. Capuano","D","MA","C001037","Highways and Transit","member","minority",15
"N000179","Grace F. Napolitano","D","CA","N000179","Highways and Transit","member","minority",16
"K000386","John Katko","R","NY","K000386","Highways and Transit","member","majority",16
"L000563","Daniel Lipinski","D","IL","L000563","Highways and Transit","member","minority",17
"B001291","Brian Babin","R","TX","B001291","Highways and Transit","member","majority",17
"G000577","Garret Graves","R","LA","G000577","Highways and Transit","member","majority",18
"J000288","Hank Johnson","D","GA","J000288","Highways and Transit","member","minority",18
"F000462","Lois Frankel","D","FL","F000462","Highways and Transit","member","minority",19
"C001105","Barbara Comstock","R","VA","C001105","Highways and Transit","member","majority",19
"B001286","Cheri Bustos","D","IL","B001286","Highways and Transit","member","minority",20
"R000603","David Rouzer","R","NC","R000603","Highways and Transit","member","majority",20
"W000808","Frederica Wilson","D","FL","W000808","Highways and Transit","member","minority",21
"B001295","Mike Bost","R","IL","B001295","Highways and Transit","member","majority",21
"L000578","Doug LaMalfa","R","CA","L000578","Highways and Transit","member","majority",22
"W000821","Bruce Westerman","R","AR","W000821","Highways and Transit","member","majority",23
"S001199","Lloyd Smucker","R","PA","S001199","Highways and Transit","member","majority",24
"M001201","Paul Mitchell","R","MI","M001201","Highways and Transit","member","majority",25
"F000464","John Faso","R","NY","F000464","Highways and Transit","member","majority",26
"F000465","A. Drew Ferguson","R","GA","F000465","Highways and Transit","member","majority",27
"C001037","Michael E. Capuano","D","MA","C001037","Railroads, Pipelines, and Hazardous Materials","member","minority",1
"D000612","Jeffrey Denham","R","CA","D000612","Railroads, Pipelines, and Hazardous Materials","member","majority",1
